########################################
# Program: tcode
# Rundate: Wed 21 Jan 2026 16:40:58
# Commandline: tcode
#    -sequence XIST.fasta
#    -window 200
#    -outfile XIST_tcode.out
#    -plot
#    -graph png
# Report_format: table
# Report_file: XIST_tcode.out
########################################

#=======================================
#
# Sequence: URS000025784F     from: 1   to: 37027
# HitCount: 12276
#
# Fickett TESTCODE statistic
#
#=======================================

  Start     End  Strand   Score Estimation
  32851   33050       +   0.491 Non-coding
  32854   33053       +   0.481 Non-coding
  32857   33056       +   0.497 Non-coding
  32860   33059       +   0.518 Non-coding
  32863   33062       +   0.489 Non-coding
  32866   33065       +   0.508 Non-coding
  32869   33068       +   0.472 Non-coding
  32872   33071       +   0.506 Non-coding
  32875   33074       +   0.542 Non-coding
  32878   33077       +   0.537 Non-coding
  32881   33080       +   0.571 Non-coding
  32884   33083       +   0.544 Non-coding
  32887   33086       +   0.498 Non-coding
  32890   33089       +   0.590 Non-coding
  32893   33092       +   0.540 Non-coding
  32896   33095       +   0.517 Non-coding
  32899   33098       +   0.517 Non-coding
  32902   33101       +   0.546 Non-coding
  32905   33104       +   0.564 Non-coding
  32908   33107       +   0.546 Non-coding
  32911   33110       +   0.512 Non-coding
  32914   33113       +   0.483 Non-coding
  32917   33116       +   0.447 Non-coding
  32920   33119       +   0.447 Non-coding
  32923   33122       +   0.447 Non-coding
  32926   33125       +   0.422 Non-coding
  32929   33128       +   0.477 Non-coding
  32932   33131       +   0.463 Non-coding
  32935   33134       +   0.427 Non-coding
  32938   33137       +   0.447 Non-coding
  32941   33140       +   0.472 Non-coding
  32944   33143       +   0.414 Non-coding
  32947   33146       +   0.421 Non-coding
  32950   33149       +   0.416 Non-coding
  32953   33152       +   0.452 Non-coding
  32956   33155       +   0.452 Non-coding
  32959   33158       +   0.452 Non-coding
  32962   33161       +   0.452 Non-coding
  32965   33164       +   0.452 Non-coding
  32968   33167       +   0.472 Non-coding
  32971   33170       +   0.413 Non-coding
  32974   33173       +   0.413 Non-coding
  32977   33176       +   0.413 Non-coding
  32980   33179       +   0.377 Non-coding
  32983   33182       +   0.438 Non-coding
  32986   33185       +   0.407 Non-coding
  32989   33188       +   0.485 Non-coding
  32992   33191       +   0.553 Non-coding
  32995   33194       +   0.582 Non-coding
  32998   33197       +   0.541 Non-coding
  33001   33200       +   0.505 Non-coding
  33004   33203       +   0.521 Non-coding
  33007   33206       +   0.562 Non-coding
  33010   33209       +   0.677 Non-coding
  33013   33212       +   0.591 Non-coding
  33016   33215       +   0.677 Non-coding
  33019   33218       +   0.677 Non-coding
  33022   33221       +   0.673 Non-coding
  33025   33224       +   0.698 Non-coding
  33028   33227       +   0.704 Non-coding
  33031   33230       +   0.641 Non-coding
  33034   33233       +   0.645 Non-coding
  33037   33236       +   0.580 Non-coding
  33040   33239       +   0.585 Non-coding
  33043   33242       +   0.613 Non-coding
  33046   33245       +   0.613 Non-coding
  33049   33248       +   0.682 Non-coding
  33052   33251       +   0.678 Non-coding
  33055   33254       +   0.644 Non-coding
  33058   33257       +   0.644 Non-coding
  33061   33260       +   0.639 Non-coding
  33064   33263       +   0.608 Non-coding
  33067   33266       +   0.604 Non-coding
  33070   33269       +   0.604 Non-coding
  33073   33272       +   0.640 Non-coding
  33076   33275       +   0.635 Non-coding
  33079   33278       +   0.635 Non-coding
  33082   33281       +   0.635 Non-coding
  33085   33284       +   0.683 Non-coding
  33088   33287       +   0.699 Non-coding
  33091   33290       +   0.759 No opinion
  33094   33293       +   0.771 No opinion
  33097   33296       +   0.758 No opinion
  33100   33299       +   0.752 No opinion
  33103   33302       +   0.732 Non-coding
  33106   33305       +   0.818 No opinion
  33109   33308       +   0.750 No opinion
  33112   33311       +   0.776 No opinion
  33115   33314       +   0.738 Non-coding
  33118   33317       +   0.908 No opinion
  33121   33320       +   0.733 Non-coding
  33124   33323       +   0.851 No opinion
  33127   33326       +   0.845 No opinion
  33130   33329       +   0.822 No opinion
  33133   33332       +   0.768 No opinion
  33136   33335       +   0.742 No opinion
  33139   33338       +   0.662 Non-coding
  33142   33341       +   0.742 No opinion
  33145   33344       +   0.662 Non-coding
  33148   33347       +   0.627 Non-coding
  33151   33350       +   0.627 Non-coding
  33154   33353       +   0.574 Non-coding
  33157   33356       +   0.545 Non-coding
  33160   33359       +   0.539 Non-coding
  33163   33362       +   0.580 Non-coding
  33166   33365       +   0.513 Non-coding
  33169   33368       +   0.488 Non-coding
  33172   33371       +   0.515 Non-coding
  33175   33374       +   0.532 Non-coding
  33178   33377       +   0.568 Non-coding
  33181   33380       +   0.537 Non-coding
  33184   33383       +   0.544 Non-coding
  33187   33386       +   0.635 Non-coding
  33190   33389       +   0.627 Non-coding
  33193   33392       +   0.739 Non-coding
  33196   33395       +   0.716 Non-coding
  33199   33398       +   0.691 Non-coding
  33202   33401       +   0.714 Non-coding
  33205   33404       +   0.641 Non-coding
  33208   33407       +   0.662 Non-coding
  33211   33410       +   0.588 Non-coding
  33214   33413       +   0.600 Non-coding
  33217   33416       +   0.621 Non-coding
  33220   33419       +   0.644 Non-coding
  33223   33422       +   0.660 Non-coding
  33226   33425       +   0.748 No opinion
  33229   33428       +   0.772 No opinion
  33232   33431       +   0.729 Non-coding
  33235   33434       +   0.697 Non-coding
  33238   33437       +   0.721 Non-coding
  33241   33440       +   0.551 Non-coding
  33244   33443       +   0.587 Non-coding
  33247   33446       +   0.700 Non-coding
  33250   33449       +   0.580 Non-coding
  33253   33452       +   0.562 Non-coding
  33256   33455       +   0.588 Non-coding
  33259   33458       +   0.562 Non-coding
  33262   33461       +   0.700 Non-coding
  33265   33464       +   0.661 Non-coding
  33268   33467       +   0.661 Non-coding
  33271   33470       +   0.630 Non-coding
  33274   33473       +   0.630 Non-coding
  33277   33476       +   0.642 Non-coding
  33280   33479       +   0.657 Non-coding
  33283   33482       +   0.780 No opinion
  33286   33485       +   0.752 No opinion
  33289   33488       +   0.816 No opinion
  33292   33491       +   0.692 Non-coding
  33295   33494       +   0.718 Non-coding
  33298   33497       +   0.695 Non-coding
  33301   33500       +   0.554 Non-coding
  33304   33503       +   0.661 Non-coding
  33307   33506       +   0.649 Non-coding
  33310   33509       +   0.678 Non-coding
  33313   33512       +   0.532 Non-coding
  33316   33515       +   0.737 Non-coding
  33319   33518       +   0.659 Non-coding
  33322   33521       +   0.663 Non-coding
  33325   33524       +   0.640 Non-coding
  33328   33527       +   0.553 Non-coding
  33331   33530       +   0.520 Non-coding
  33334   33533       +   0.645 Non-coding
  33337   33536       +   0.645 Non-coding
  33340   33539       +   0.699 Non-coding
  33343   33542       +   0.634 Non-coding
  33346   33545       +   0.699 Non-coding
  33349   33548       +   0.612 Non-coding
  33352   33551       +   0.705 Non-coding
  33355   33554       +   0.658 Non-coding
  33358   33557       +   0.715 Non-coding
  33361   33560       +   0.624 Non-coding
  33364   33563       +   0.521 Non-coding
  33367   33566       +   0.500 Non-coding
  33370   33569       +   0.558 Non-coding
  33373   33572       +   0.592 Non-coding
  33376   33575       +   0.680 Non-coding
  33379   33578       +   0.620 Non-coding
  33382   33581       +   0.611 Non-coding
  33385   33584       +   0.497 Non-coding
  33388   33587       +   0.495 Non-coding
  33391   33590       +   0.504 Non-coding
  33394   33593       +   0.504 Non-coding
  33397   33596       +   0.504 Non-coding
  33400   33599       +   0.564 Non-coding
  33403   33602       +   0.663 Non-coding
  33406   33605       +   0.655 Non-coding
  33409   33608       +   0.634 Non-coding
  33412   33611       +   0.634 Non-coding
  33415   33614       +   0.640 Non-coding
  33418   33617       +   0.566 Non-coding
  33421   33620       +   0.666 Non-coding
  33424   33623       +   0.666 Non-coding
  33427   33626       +   0.730 Non-coding
  33430   33629       +   0.730 Non-coding
  33433   33632       +   0.790 No opinion
  33436   33635       +   0.769 No opinion
  33439   33638       +   0.790 No opinion
  33442   33641       +   0.764 No opinion
  33445   33644       +   0.799 No opinion
  33448   33647       +   0.913 No opinion
  33451   33650       +   0.822 No opinion
  33454   33653       +   0.895 No opinion
  33457   33656       +   1.007 Coding    
  33460   33659       +   0.834 No opinion
  33463   33662       +   0.802 No opinion
  33466   33665       +   0.905 No opinion
  33469   33668       +   0.702 Non-coding
  33472   33671       +   0.656 Non-coding
  33475   33674       +   0.854 No opinion
  33478   33677       +   0.915 No opinion
  33481   33680       +   0.883 No opinion
  33484   33683       +   0.859 No opinion
  33487   33686       +   0.861 No opinion
  33490   33689       +   0.886 No opinion
  33493   33692       +   0.811 No opinion
  33496   33695       +   0.806 No opinion
  33499   33698       +   0.784 No opinion
  33502   33701       +   0.784 No opinion
  33505   33704       +   0.742 No opinion
  33508   33707       +   0.668 Non-coding
  33511   33710       +   0.842 No opinion
  33514   33713       +   0.831 No opinion
  33517   33716       +   0.870 No opinion
  33520   33719       +   0.864 No opinion
  33523   33722       +   0.718 Non-coding
  33526   33725       +   0.835 No opinion
  33529   33728       +   0.809 No opinion
  33532   33731       +   0.731 Non-coding
  33535   33734       +   0.843 No opinion
  33538   33737       +   0.640 Non-coding
  33541   33740       +   0.763 No opinion
  33544   33743       +   0.630 Non-coding
  33547   33746       +   0.697 Non-coding
  33550   33749       +   0.627 Non-coding
  33553   33752       +   0.541 Non-coding
  33556   33755       +   0.718 Non-coding
  33559   33758       +   0.641 Non-coding
  33562   33761       +   0.641 Non-coding
  33565   33764       +   0.622 Non-coding
  33568   33767       +   0.722 Non-coding
  33571   33770       +   0.627 Non-coding
  33574   33773       +   0.614 Non-coding
  33577   33776       +   0.600 Non-coding
  33580   33779       +   0.603 Non-coding
  33583   33782       +   0.490 Non-coding
  33586   33785       +   0.502 Non-coding
  33589   33788       +   0.393 Non-coding
  33592   33791       +   0.490 Non-coding
  33595   33794       +   0.491 Non-coding
  33598   33797       +   0.455 Non-coding
  33601   33800       +   0.425 Non-coding
  33604   33803       +   0.419 Non-coding
  33607   33806       +   0.346 Non-coding
  33610   33809       +   0.389 Non-coding
  33613   33812       +   0.395 Non-coding
  33616   33815       +   0.416 Non-coding
  33619   33818       +   0.380 Non-coding
  33622   33821       +   0.416 Non-coding
  33625   33824       +   0.382 Non-coding
  33628   33827       +   0.523 Non-coding
  33631   33830       +   0.571 Non-coding
  33634   33833       +   0.602 Non-coding
  33637   33836       +   0.577 Non-coding
  33640   33839       +   0.512 Non-coding
  33643   33842       +   0.540 Non-coding
  33646   33845       +   0.537 Non-coding
  33649   33848       +   0.649 Non-coding
  33652   33851       +   0.771 No opinion
  33655   33854       +   0.706 Non-coding
  33658   33857       +   0.828 No opinion
  33661   33860       +   0.774 No opinion
  33664   33863       +   0.776 No opinion
  33667   33866       +   0.774 No opinion
  33670   33869       +   0.806 No opinion
  33673   33872       +   0.803 No opinion
  33676   33875       +   0.769 No opinion
  33679   33878       +   0.910 No opinion
  33682   33881       +   0.824 No opinion
  33685   33884       +   0.787 No opinion
  33688   33887       +   0.731 Non-coding
  33691   33890       +   0.791 No opinion
  33694   33893       +   0.796 No opinion
  33697   33896       +   0.669 Non-coding
  33700   33899       +   0.699 Non-coding
  33703   33902       +   0.562 Non-coding
  33706   33905       +   0.591 Non-coding
  33709   33908       +   0.607 Non-coding
  33712   33911       +   0.601 Non-coding
  33715   33914       +   0.617 Non-coding
  33718   33917       +   0.591 Non-coding
  33721   33920       +   0.596 Non-coding
  33724   33923       +   0.593 Non-coding
  33727   33926       +   0.627 Non-coding
  33730   33929       +   0.627 Non-coding
  33733   33932       +   0.676 Non-coding
  33736   33935       +   0.718 Non-coding
  33739   33938       +   0.723 Non-coding
  33742   33941       +   0.786 No opinion
  33745   33944       +   0.681 Non-coding
  33748   33947       +   0.681 Non-coding
  33751   33950       +   0.673 Non-coding
  33754   33953       +   0.677 Non-coding
  33757   33956       +   0.721 Non-coding
  33760   33959       +   0.742 No opinion
  33763   33962       +   0.704 Non-coding
  33766   33965       +   0.641 Non-coding
  33769   33968       +   0.628 Non-coding
  33772   33971       +   0.662 Non-coding
  33775   33974       +   0.699 Non-coding
  33778   33977       +   0.656 Non-coding
  33781   33980       +   0.742 No opinion
  33784   33983       +   0.742 No opinion
  33787   33986       +   0.700 Non-coding
  33790   33989       +   0.685 Non-coding
  33793   33992       +   0.712 Non-coding
